article_id,file_name,generated_at,topic,level,target_words,word_count,len_dev_pct,sentence_count,complex_word_ratio,fk_grade,fre,ari,coleman_liau,gunning_fog,task_a_hit_by_level_band,model,provider,experiment_id,run_tag,batch_id,sample_id,attempts_used,max_attempts,selected_attempt,within_preferred_range,distance_to_target_words,prompt_tokens,completion_tokens,total_tokens,llm_calls,in_report_task_a_scope,report_task_a_n38_rank_in_model,report_task_a_selected_n38,data_origin
ffa3f90c-8220-4095-b588-2d7399e808bd,ffa3f90c-8220-4095-b588-2d7399e808bd.json,2026-02-25T19:11:04.414Z,marine ecosystems,1,300,205,31.6667,38,0.01,2.4,87.46,2.11,4.73,2.74,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l1_w300_r1,3,3,1,false,95,1005,2123,3128,3,false,,false,out_generated
4a70cd2d-5e88-42d9-9cc4-0520ee4c7f9d,4a70cd2d-5e88-42d9-9cc4-0520ee4c7f9d.json,2026-02-25T19:10:40.502Z,ancient trade routes,5,600,551,8.1667,17,0.21,25.77,-31.96,27.45,24.07,21.39,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l5_w600_r1,1,3,1,true,49,333,1380,1713,1,false,,false,out_generated
4d89fada-f209-4481-a9f2-329a79abe4eb,4d89fada-f209-4481-a9f2-329a79abe4eb.json,2026-02-25T19:10:16.132Z,ancient trade routes,5,300,324,8,11,0.17,23.76,-22.81,25.82,23.79,18.7,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l5_w300_r1,1,3,1,true,24,333,1437,1770,1,false,,false,out_generated
1fff278e-2ec5-4c58-86b2-9ca8f453367b,1fff278e-2ec5-4c58-86b2-9ca8f453367b.json,2026-02-25T19:09:56.293Z,ancient trade routes,4,600,594,1,22,0.16,22.37,-17.26,23.82,22.74,17.06,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l4_w600_r1,3,3,3,true,6,1002,4029,5031,3,false,,false,out_generated
ef0e7d6f-f37a-492c-9a6b-a198fe57e9c4,ef0e7d6f-f37a-492c-9a6b-a198fe57e9c4.json,2026-02-25T19:09:12.986Z,ancient trade routes,4,300,330,10,16,0.12,18.45,-0.48,19.5,20.98,13.22,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l4_w300_r1,1,3,1,true,30,334,1125,1459,1,false,,false,out_generated
c6eee77b-ed40-494c-a9e1-eee9049368ba,c6eee77b-ed40-494c-a9e1-eee9049368ba.json,2026-02-25T19:08:55.081Z,ancient trade routes,3,600,547,8.8333,24,0.07,15.58,23.94,16.96,16.6,11.75,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l3_w600_r1,2,3,2,true,53,670,2584,3254,2,false,,false,out_generated
86e37b8f-4988-454b-8d6d-b6a9931de002,86e37b8f-4988-454b-8d6d-b6a9931de002.json,2026-02-25T19:08:26.545Z,ancient trade routes,3,300,277,7.6667,15,0.09,14.49,24.08,15.59,17.28,10.85,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l3_w300_r1,1,3,1,true,23,335,890,1225,1,false,,false,out_generated
124bd8f6-90f3-4fa5-9ed1-72ce929b791f,124bd8f6-90f3-4fa5-9ed1-72ce929b791f.json,2026-02-25T19:08:13.618Z,ancient trade routes,2,600,381,36.5,48,0.02,6.27,64.22,6.36,10.21,4.01,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l2_w600_r1,3,3,3,false,219,1008,2630,3638,3,false,,false,out_generated
d5434f1a-e6a0-4063-8f31-4714d265751d,d5434f1a-e6a0-4063-8f31-4714d265751d.json,2026-02-25T19:07:38.358Z,ancient trade routes,2,300,244,18.6667,26,0.02,6.83,62.78,6.85,10.49,4.41,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l2_w300_r1,3,3,3,false,56,1008,2282,3290,3,false,,false,out_generated
80344ccc-bebc-4ca5-addb-fb88112ea9a0,80344ccc-bebc-4ca5-addb-fb88112ea9a0.json,2026-02-25T19:07:18.822Z,ancient trade routes,1,600,467,22.1667,70,0,2.83,86.66,2.85,5.91,2.84,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l1_w600_r1,3,3,2,false,133,1008,2869,3877,3,false,,false,out_generated
14437b00-2ac3-40e2-a14b-1112e936a901,14437b00-2ac3-40e2-a14b-1112e936a901.json,2026-02-25T19:06:47.304Z,ancient trade routes,1,300,217,27.6667,29,0,3.64,82.28,4.39,7.8,3.18,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,ancient_trade_routes_l1_w300_r1,3,3,2,false,83,1008,2023,3031,3,false,,false,out_generated
3c00cd6b-c972-462f-9df7-2a04d60a6bac,3c00cd6b-c972-462f-9df7-2a04d60a6bac.json,2026-02-25T19:06:25.667Z,public transportation,5,600,595,0.8333,18,0.23,26.55,-36.44,28.56,25.08,22.43,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l5_w600_r1,1,3,1,true,5,332,1189,1521,1,false,,false,out_generated
ae5c948a-d6de-4e80-b709-921eaeb14fc9,ae5c948a-d6de-4e80-b709-921eaeb14fc9.json,2026-02-25T19:06:13.067Z,public transportation,5,300,297,1,12,0.25,23.46,-29.07,24.47,24.86,20,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l5_w300_r1,1,3,1,true,3,332,790,1122,1,false,,false,out_generated
2cd8144f-fd45-48ef-9011-c6f4e751a89f,2cd8144f-fd45-48ef-9011-c6f4e751a89f.json,2026-02-25T19:06:00.647Z,public transportation,4,600,487,18.8333,20,0.23,22.67,-24.08,24.36,24.95,18.77,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l4_w600_r1,3,3,3,false,113,999,3170,4169,3,false,,false,out_generated
adea814d-1d74-42e1-8e5c-7f0ec37830d2,adea814d-1d74-42e1-8e5c-7f0ec37830d2.json,2026-02-25T19:05:17.101Z,public transportation,4,300,283,5.6667,11,0.25,24.34,-33.62,25.87,26.04,20.33,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l4_w300_r1,1,3,1,true,17,333,1118,1451,1,false,,false,out_generated
5cd6de13-1534-4c87-91e9-1076cc0bb738,5cd6de13-1534-4c87-91e9-1076cc0bb738.json,2026-02-25T19:05:01.241Z,public transportation,3,600,605,0.8333,29,0.13,17.96,3.46,19.34,20.66,13.5,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l3_w600_r1,1,3,1,true,5,334,1597,1931,1,false,,false,out_generated
9353844a-4f89-45c6-9760-325c59ce9a7d,9353844a-4f89-45c6-9760-325c59ce9a7d.json,2026-02-25T19:04:45.846Z,public transportation,3,300,277,7.6667,16,0.17,17.96,-2.84,18.73,21.82,13.86,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l3_w300_r1,1,3,1,true,23,334,1037,1371,1,false,,false,out_generated
e711bc9d-63fd-4df0-a0e2-eea8e2986b87,e711bc9d-63fd-4df0-a0e2-eea8e2986b87.json,2026-02-25T19:04:31.229Z,public transportation,2,600,452,24.6667,46,0.03,7.35,59.85,7.93,11.71,5.08,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l2_w600_r1,3,3,2,false,148,1005,3233,4238,3,false,,false,out_generated
9e7c84aa-f4c2-4506-ae8b-4340d4084fdd,9e7c84aa-f4c2-4506-ae8b-4340d4084fdd.json,2026-02-25T19:03:52.672Z,public transportation,2,300,252,16,25,0.03,7.35,60.3,7.8,11.46,5.3,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l2_w300_r1,3,3,1,false,48,1005,2237,3242,3,false,,false,out_generated
df17d4f4-6da3-4d69-beab-bc9388bb923b,df17d4f4-6da3-4d69-beab-bc9388bb923b.json,2026-02-25T19:03:29.877Z,public transportation,1,600,462,23,60,0.01,4.47,76.7,5.05,8.61,3.6,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l1_w600_r1,3,3,3,false,138,1005,3331,4336,3,false,,false,out_generated
1679e35f-e594-4859-a7ba-551d81fc8369,1679e35f-e594-4859-a7ba-551d81fc8369.json,2026-02-25T19:03:02.641Z,public transportation,1,300,227,24.3333,35,0.01,3.11,84.35,3.16,6.29,2.95,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,public_transportation_l1_w300_r1,3,3,1,false,73,1005,2792,3797,3,false,,false,out_generated
dd64f3e0-cf07-49d5-9805-5186dd55b0fe,dd64f3e0-cf07-49d5-9805-5186dd55b0fe.json,2026-02-25T19:02:32.737Z,climate adaptation,5,600,570,5,19,0.24,25.96,-37.64,28.09,26.31,21.47,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l5_w600_r1,3,3,3,true,30,996,3826,4822,3,false,,false,out_generated
35befef3-7876-4a93-a39e-9b2c271bc8f9,35befef3-7876-4a93-a39e-9b2c271bc8f9.json,2026-02-25T19:01:50.200Z,climate adaptation,5,300,315,5,12,0.28,26.45,-47.83,27.45,27.7,21.8,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l5_w300_r1,1,3,1,true,15,332,1123,1455,1,false,,false,out_generated
de9b218f-ba35-4191-b480-fc30d1795c31,de9b218f-ba35-4191-b480-fc30d1795c31.json,2026-02-25T19:01:31.315Z,climate adaptation,4,600,559,6.8333,20,0.2,23.47,-23.42,25.57,24.36,19.27,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l4_w600_r1,2,3,2,true,41,666,2350,3016,2,false,,false,out_generated
7171b8ff-509d-4c98-bad2-92f764c3a225,7171b8ff-509d-4c98-bad2-92f764c3a225.json,2026-02-25T19:00:54.699Z,climate adaptation,4,300,337,12.3333,12,0.24,26.07,-41.83,28.5,27.95,20.85,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l4_w300_r1,1,3,1,true,37,333,994,1327,1,false,,false,out_generated
bd317377-ac5b-4f94-ae80-3061dc251db9,bd317377-ac5b-4f94-ae80-3061dc251db9.json,2026-02-25T19:00:40.009Z,climate adaptation,3,600,541,9.8333,28,0.16,18.34,-1.99,19.63,21.87,14.31,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l3_w600_r1,3,3,3,true,59,1002,3288,4290,3,false,,false,out_generated
778b8ed2-b9a9-47ef-a48e-16e3490bcae6,778b8ed2-b9a9-47ef-a48e-16e3490bcae6.json,2026-02-25T19:00:05.181Z,climate adaptation,3,300,294,2,16,0.16,17.99,-1.16,18.63,21.13,13.74,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l3_w300_r1,1,3,1,true,6,334,1395,1729,1,false,,false,out_generated
0f1efd6f-a3bd-4915-bd74-9a73aa50720b,0f1efd6f-a3bd-4915-bd74-9a73aa50720b.json,2026-02-25T18:59:49.596Z,climate adaptation,2,600,401,33.1667,59,0.03,4.51,74.83,5.11,8.73,3.82,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l2_w600_r1,3,3,2,false,199,1005,2579,3584,3,false,,false,out_generated
0e4b88a4-1242-4606-888a-6c1f1b7f7804,0e4b88a4-1242-4606-888a-6c1f1b7f7804.json,2026-02-25T18:59:22.545Z,climate adaptation,2,300,220,26.6667,29,0.01,4.16,78.77,5.08,8.66,3.58,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l2_w300_r1,3,3,2,false,80,1005,2481,3486,3,false,,false,out_generated
b992e250-491b-4265-924d-223d23fbf4da,b992e250-491b-4265-924d-223d23fbf4da.json,2026-02-25T18:58:54.121Z,climate adaptation,1,600,323,46.1667,55,0.02,2.52,87.46,3.23,6.28,2.97,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l1_w600_r1,3,3,3,false,277,1005,2514,3519,3,false,,false,out_generated
2593d2ce-cc8e-4356-979d-990202935fd8,2593d2ce-cc8e-4356-979d-990202935fd8.json,2026-02-25T18:58:21.134Z,climate adaptation,1,300,218,27.3333,42,0.02,2.19,88.64,2.88,5.6,2.99,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,climate_adaptation_l1_w300_r1,3,3,1,false,82,1005,2627,3632,3,false,,false,out_generated
